state,District,MPCE_URP,MPCE_MRP,state_1
6,15,3064.33,3558.37,HR
6,15,902.6,842.05,HR
6,15,1103.8,1118.03,HR
6,18,16327.0,15347.41,HR
6,18,8539.75,7816.12,HR
6,18,13340.33,12887.09,HR
6,18,14163.67,15241.75,HR
6,18,11955.4,11835.26,HR
6,18,7619.0,8097.56,HR
6,18,6419.0,6391.83,HR
6,18,8621.0,8903.19,HR
6,18,3830.0,3806.03,HR
6,18,4260.0,4378.08,HR
6,18,6184.33,6411.87,HR
6,18,1736.5,1738.62,HR
6,18,6400.0,6417.12,HR
6,18,3229.0,3423.79,HR
6,18,2544.25,2638.63,HR
6,18,2218.6,2202.26,HR
6,14,5253.0,5001.9,HR
6,14,5583.0,5570.95,HR
6,14,1992.5,1783.49,HR
6,14,2742.33,2723.06,HR
6,14,2075.22,1736.89,HR
6,14,3206.11,2507.22,HR
6,14,1524.5,1436.97,HR
6,14,962.5,905.38,HR
6,19,4771.0,4434.86,HR
6,19,4841.0,4850.52,HR
6,19,1978.5,2771.26,HR
6,19,3161.5,3343.92,HR
6,19,1213.33,1239.93,HR
6,19,3861.5,3872.94,HR
6,19,936.86,915.45,HR
6,19,902.33,909.01,HR
6,14,3992.0,4463.59,HR
6,14,6020.33,5442.82,HR
6,14,5030.17,9317.42,HR
6,14,2611.0,3939.67,HR
6,14,5341.25,2528.13,HR
6,14,553.5,581.98,HR
6,14,707.0,702.43,HR
6,18,2896.0,2722.6,HR
6,18,3869.0,3932.08,HR
6,18,3730.0,3169.62,HR
6,18,2624.0,2549.33,HR
6,18,3961.0,3782.3,HR
6,18,3151.83,2893.67,HR
6,18,3242.33,2817.81,HR
6,18,1627.33,1625.62,HR
6,14,7156.0,6641.07,HR
6,14,8542.2,10897.24,HR
6,14,7384.0,7982.87,HR
6,14,5792.25,5751.91,HR
6,14,4872.67,4631.98,HR
6,14,4736.67,4257.42,HR
6,14,7236.0,6292.75,HR
6,14,5105.8,4305.22,HR
6,14,4025.75,4703.08,HR
6,14,3981.4,3966.61,HR
6,14,2514.5,2243.78,HR
6,14,2723.25,2971.13,HR
6,14,2897.0,2809.81,HR
6,14,2302.8,2266.03,HR
6,14,1483.0,1019.44,HR
6,14,1743.0,1687.73,HR
6,17,3661.8,3521.36,HR
6,17,1742.5,1706.92,HR
6,17,1151.71,1335.88,HR
6,17,1089.71,1095.53,HR
6,17,2607.0,2439.33,HR
6,17,1274.17,1458.6,HR
6,17,1967.0,2090.93,HR
6,17,1328.86,1506.27,HR
6,13,2996.43,2505.94,HR
6,13,3158.0,2751.42,HR
6,13,3363.4,3032.99,HR
6,13,3591.5,3890.47,HR
6,13,2423.0,2653.96,HR
6,13,1690.67,2078.47,HR
6,13,1387.0,1522.45,HR
6,13,1265.8,1370.4,HR
6,16,8534.5,8599.23,HR
6,16,5137.89,2141.98,HR
6,16,1497.0,1560.7,HR
6,16,2889.57,2659.86,HR
6,16,1572.33,1494.34,HR
6,16,1210.6,1147.13,HR
6,16,1177.0,1012.94,HR
6,16,1096.75,1107.43,HR
6,15,4726.5,4916.69,HR
6,15,5720.0,5567.84,HR
6,15,1783.2,1707.84,HR
6,15,3123.75,3055.16,HR
6,15,3753.5,3007.24,HR
6,15,3069.17,3140.64,HR
6,15,951.6,980.68,HR
6,15,1618.0,1830.89,HR
6,13,13779.43,6976.96,HR
6,13,5423.67,4253.94,HR
6,13,4865.0,5414.83,HR
6,13,3940.75,3875.78,HR
6,13,4007.33,4553.5,HR
6,13,3294.0,4029.73,HR
6,13,3556.67,3030.87,HR
6,13,2849.5,2869.26,HR
6,18,4514.5,6130.96,HR
6,18,22055.5,9141.6,HR
6,18,8771.0,8661.41,HR
6,18,7165.5,6873.82,HR
6,18,2877.33,2541.35,HR
6,18,1645.0,1948.53,HR
6,18,2034.0,2049.95,HR
6,18,2670.6,2543.86,HR
6,12,2573.5,3260.49,HR
6,12,14029.25,5478.77,HR
6,12,3201.0,3303.91,HR
6,12,1512.67,1597.05,HR
6,12,2143.2,3004.02,HR
6,12,1307.83,1352.17,HR
6,12,1615.8,1774.57,HR
6,12,1046.6,1175.64,HR
6,19,1947.67,2024.01,HR
6,19,1861.33,1872.75,HR
6,19,2895.5,2816.87,HR
6,19,1443.6,1477.9,HR
6,19,1645.33,1612.59,HR
6,19,2124.5,2157.14,HR
6,19,1661.83,1652.82,HR
6,19,1641.25,1616.8,HR
6,18,12139.25,12546.96,HR
6,18,14665.67,14611.56,HR
6,18,16168.67,15815.01,HR
6,18,15472.67,15564.13,HR
6,18,11667.0,11246.79,HR
6,18,8997.8,10270.62,HR
6,18,8549.75,9086.8,HR
6,18,5808.75,6283.24,HR
6,19,5104.25,7513.77,HR
6,19,3973.0,4195.6,HR
6,19,1460.25,2010.02,HR
6,19,2675.5,3116.87,HR
6,19,1549.2,1911.6,HR
6,19,1385.75,1817.8,HR
6,19,780.5,941.87,HR
6,19,732.29,839.66,HR
6,19,4031.6,4807.22,HR
6,19,3999.0,4237.36,HR
6,19,4252.75,6501.53,HR
6,19,4027.67,4829.22,HR
6,19,2777.5,3205.31,HR
6,19,2340.14,2609.46,HR
6,19,9897.71,4948.64,HR
6,19,2255.67,2508.0,HR
6,18,19549.33,20819.93,HR
6,18,12803.25,8523.87,HR
6,18,15887.33,11921.44,HR
6,18,20342.25,15517.01,HR
6,18,16962.0,18035.24,HR
6,18,10163.2,7045.99,HR
6,18,14233.33,13206.85,HR
6,18,16857.6,12310.39,HR
6,20,6197.0,6190.15,HR
6,20,3994.14,3828.29,HR
6,20,1412.4,1447.76,HR
6,20,1757.25,1789.1,HR
6,20,1569.0,1259.89,HR
6,20,1243.1,1117.37,HR
6,20,780.25,751.38,HR
6,20,1065.0,904.4,HR
6,17,4229.67,4708.32,HR
6,17,2447.75,3392.58,HR
6,17,3047.83,2574.59,HR
6,17,1367.0,1535.9,HR
6,17,1677.5,2734.69,HR
6,17,2199.75,2871.19,HR
6,17,989.0,1083.72,HR
6,17,859.6,980.97,HR
6,19,5152.5,5590.17,HR
6,19,5369.2,4862.28,HR
6,19,2694.25,2823.43,HR
6,19,3305.0,3245.31,HR
6,19,2821.0,2739.77,HR
6,19,2786.25,2357.41,HR
6,19,1582.88,1579.0,HR
6,19,1603.14,1664.54,HR
6,16,3892.5,4341.1,HR
6,16,5374.0,5807.6,HR
6,16,1839.75,2394.72,HR
6,16,1574.0,1855.24,HR
6,16,1928.0,3547.75,HR
6,16,1976.0,2129.78,HR
6,16,900.0,1028.42,HR
6,16,1926.5,2112.84,HR
6,11,4962.5,4227.57,HR
6,11,1808.0,2081.74,HR
6,11,2668.0,3238.78,HR
6,11,2247.0,2099.6,HR
6,11,1715.67,1927.17,HR
6,11,2519.0,2456.37,HR
6,11,966.8,1034.05,HR
6,11,1309.0,1519.62,HR
6,8,5258.0,5093.41,HR
6,8,2905.5,3094.54,HR
6,8,3567.0,3774.09,HR
6,8,2640.0,2939.35,HR
6,8,2924.5,3242.14,HR
6,8,5491.0,5978.4,HR
6,8,2465.33,2818.94,HR
6,8,2205.2,2381.69,HR
6,9,6689.0,8014.51,HR
6,9,1412.6,1753.15,HR
6,9,2193.75,2540.94,HR
6,9,1656.4,2078.48,HR
6,9,1507.6,2021.6,HR
6,9,1770.0,2278.56,HR
6,9,1408.2,1552.93,HR
6,9,1784.5,2212.82,HR
6,11,5108.0,2801.9,HR
6,11,5258.0,5827.55,HR
6,11,1815.0,2317.0,HR
6,11,1107.2,1166.98,HR
6,11,1476.4,1467.69,HR
6,11,1102.17,1389.95,HR
6,11,484.54,451.7,HR
6,11,2618.0,2793.48,HR
6,8,7463.33,7450.05,HR
6,8,3168.67,2900.58,HR
6,8,3908.33,3919.89,HR
6,8,3169.33,4724.13,HR
6,8,1384.67,1461.11,HR
6,8,2050.67,2017.03,HR
6,8,1138.33,1427.01,HR
6,8,874.14,914.26,HR
6,10,4025.5,4228.31,HR
6,10,3828.75,3872.59,HR
6,10,1933.0,2212.28,HR
6,10,934.14,1144.38,HR
6,10,1816.5,2145.68,HR
6,10,1837.0,2025.63,HR
6,10,1005.71,1049.12,HR
6,10,1022.38,1452.22,HR
6,9,5019.5,5005.25,HR
6,9,3372.5,3469.42,HR
6,9,4120.5,3505.65,HR
6,9,3148.5,4418.23,HR
6,9,2214.0,2184.19,HR
6,9,2234.0,2359.31,HR
6,9,3577.67,8764.24,HR
6,9,503.88,556.6,HR
6,7,5613.25,4956.85,HR
6,7,8123.4,6432.1,HR
6,7,6160.5,4656.05,HR
6,7,1746.17,1118.54,HR
6,7,2812.75,2730.56,HR
6,7,5537.0,2974.9,HR
6,7,2841.33,2452.6,HR
6,7,3154.0,3177.84,HR
6,12,2937.0,3353.3,HR
6,12,1728.0,2309.78,HR
6,12,3894.0,4773.27,HR
6,12,1776.6,1950.65,HR
6,12,1775.75,1667.94,HR
6,12,3418.0,3642.25,HR
6,12,1331.6,1316.12,HR
6,12,1077.4,1171.7,HR
6,7,7793.25,4992.84,HR
6,7,3064.0,2937.7,HR
6,7,1226.0,1222.53,HR
6,7,3293.0,3140.74,HR
6,7,4717.0,4205.84,HR
6,7,1221.25,1166.83,HR
6,7,1315.67,1362.7,HR
6,7,3179.0,3328.18,HR
6,6,5828.5,6226.62,HR
6,6,16798.67,12708.8,HR
6,6,11255.5,8009.58,HR
6,6,4161.0,4300.04,HR
6,6,3668.0,4244.27,HR
6,6,7703.33,6808.08,HR
6,6,3061.71,2408.25,HR
6,6,3118.0,3659.37,HR
6,2,2943.0,3572.91,HR
6,2,3441.5,4294.24,HR
6,2,4727.0,5122.55,HR
6,2,7620.0,8326.85,HR
6,2,1657.5,1898.6,HR
6,2,2204.0,2763.04,HR
6,2,3505.33,3866.16,HR
6,2,2633.25,3228.11,HR
6,3,4932.75,4955.8,HR
6,3,3712.33,4200.26,HR
6,3,3243.5,3773.36,HR
6,3,1474.33,1499.38,HR
6,3,992.75,1116.77,HR
6,3,1096.8,1247.17,HR
6,3,931.0,1033.81,HR
6,3,1398.29,1032.79,HR
6,5,4754.75,5174.96,HR
6,5,3200.75,5271.21,HR
6,5,1274.75,1554.99,HR
6,5,2037.5,2448.46,HR
6,5,4710.0,4945.89,HR
6,5,1447.71,1567.03,HR
6,5,1391.0,1467.44,HR
6,5,1350.75,1483.25,HR
6,2,9256.0,10222.58,HR
6,2,9090.33,9213.98,HR
6,2,1958.6,1769.31,HR
6,2,2560.0,2795.89,HR
6,2,1720.25,1973.32,HR
6,2,4033.25,4991.74,HR
6,2,841.86,958.21,HR
6,2,984.0,984.0,HR
6,4,4200.8,10123.72,HR
6,4,6805.0,8311.16,HR
6,4,1005.5,1005.94,HR
6,4,1751.5,2487.28,HR
6,4,2382.4,1947.08,HR
6,4,2829.0,2511.14,HR
6,4,984.75,1037.9,HR
6,4,925.0,914.38,HR
6,3,5441.75,5904.3,HR
6,3,2357.67,2752.1,HR
6,3,2950.0,3463.61,HR
6,3,842.6,949.12,HR
6,3,3723.75,4858.37,HR
6,3,1122.25,1225.67,HR
6,3,1994.67,2253.11,HR
6,3,1128.5,1182.32,HR
6,1,4592.0,4481.4,HR
6,1,2532.6,2748.34,HR
6,1,2769.8,3204.7,HR
6,1,919.5,1136.38,HR
6,1,5164.4,3368.45,HR
6,1,809.0,826.88,HR
6,1,867.67,881.0,HR
6,1,956.91,797.61,HR
6,6,8681.17,6443.72,HR
6,6,6376.33,6105.37,HR
6,6,3743.4,4045.43,HR
6,6,5598.33,14959.98,HR
6,6,3743.2,3873.5,HR
6,6,9201.0,7228.35,HR
6,6,3782.5,2808.76,HR
6,6,4229.0,3474.24,HR
6,20,2550.25,2656.48,HR
6,20,1478.43,1609.13,HR
6,20,1418.0,1451.6,HR
6,20,1480.83,1521.38,HR
6,20,2200.0,2192.03,HR
6,20,1871.2,1992.21,HR
6,20,1456.67,1465.14,HR
6,20,1763.67,1816.95,HR
6,20,1073.92,1276.11,HR
6,20,1642.0,1841.21,HR
6,20,920.8,1072.59,HR
6,20,1270.33,1389.87,HR
6,20,1653.0,2258.42,HR
6,20,1833.36,1143.11,HR
6,20,2764.8,1787.95,HR
6,20,1165.78,1240.48,HR
6,19,1778.08,1975.37,HR
6,19,4156.0,4765.04,HR
6,19,1254.0,1449.59,HR
6,19,1357.5,1586.4,HR
6,19,1407.4,1507.39,HR
6,19,1458.0,1650.52,HR
6,19,4404.0,4305.68,HR
6,19,1247.86,1257.44,HR
6,19,1626.91,1802.18,HR
6,19,1060.0,1155.18,HR
6,19,995.29,1051.41,HR
6,19,1249.93,1625.55,HR
6,19,14917.64,2600.08,HR
6,19,935.0,1042.99,HR
6,19,954.0,1085.92,HR
6,19,1317.13,1374.9,HR
6,18,3122.4,3317.77,HR
6,18,1438.67,1418.64,HR
6,18,2076.2,2154.53,HR
6,18,3329.33,3472.83,HR
6,18,2661.25,2557.26,HR
6,18,1552.5,1593.58,HR
6,18,1609.67,1738.09,HR
6,18,2012.0,2054.84,HR
6,17,5716.8,4817.48,HR
6,17,2587.43,2320.99,HR
6,17,3470.5,3514.3,HR
6,17,2649.6,2695.63,HR
6,17,3089.67,2819.71,HR
6,17,2967.33,3530.8,HR
6,17,3150.5,3054.27,HR
6,17,2814.2,3034.58,HR
6,15,3288.0,3672.43,HR
6,15,3062.0,3357.64,HR
6,15,2056.2,2125.9,HR
6,15,2335.0,2431.63,HR
6,15,2531.5,2611.84,HR
6,15,3105.88,2831.42,HR
6,15,2808.67,2851.73,HR
6,15,2426.5,2557.13,HR
6,15,3632.0,3470.42,HR
6,15,2866.5,3002.39,HR
6,15,1859.0,1900.46,HR
6,15,3698.8,3685.27,HR
6,15,1753.22,1810.18,HR
6,15,2677.5,4807.09,HR
6,15,1696.25,1796.32,HR
6,15,2658.0,2683.68,HR
6,17,3522.0,3484.66,HR
6,17,1400.0,1889.24,HR
6,17,2241.6,2314.48,HR
6,17,1764.71,2158.98,HR
6,17,2766.14,3354.69,HR
6,17,1337.14,1718.9,HR
6,17,1880.6,2603.19,HR
6,17,2560.25,3123.18,HR
6,14,3543.5,2893.09,HR
6,14,1624.0,1496.74,HR
6,14,1596.25,1558.15,HR
6,14,1308.0,1378.55,HR
6,14,2337.2,2488.16,HR
6,14,2342.2,2540.36,HR
6,14,1247.0,1343.86,HR
6,14,2681.2,2427.76,HR
6,16,1765.87,2066.26,HR
6,16,2857.4,3363.87,HR
6,16,746.88,819.36,HR
6,16,1240.0,1381.27,HR
6,16,2777.45,2210.06,HR
6,16,2057.25,2434.24,HR
6,16,1635.63,1938.24,HR
6,16,2694.2,2966.28,HR
6,16,5307.75,5455.35,HR
6,16,1803.5,1653.74,HR
6,16,2133.67,2461.52,HR
6,16,1864.6,2078.87,HR
6,16,4544.25,4937.74,HR
6,16,1730.75,1824.41,HR
6,16,1577.4,1757.45,HR
6,16,2514.25,2961.17,HR
6,14,1582.4,1627.44,HR
6,14,1681.6,1597.3,HR
6,14,3847.0,3846.32,HR
6,14,2022.75,1817.42,HR
6,14,2567.5,2453.01,HR
6,14,1904.0,1880.76,HR
6,14,1897.5,1754.04,HR
6,14,2059.5,1984.81,HR
6,18,3863.5,3963.83,HR
6,18,3554.5,3568.34,HR
6,18,1438.4,1460.8,HR
6,18,1607.0,1622.34,HR
6,18,1496.4,1471.88,HR
6,18,4963.25,4678.56,HR
6,18,5867.25,5577.58,HR
6,18,3930.5,3883.87,HR
6,13,2379.0,3230.64,HR
6,13,1835.0,2177.53,HR
6,13,1105.83,1370.7,HR
6,13,973.67,1252.84,HR
6,13,4646.5,6780.27,HR
6,13,1440.2,1790.23,HR
6,13,1845.0,2344.88,HR
6,13,1862.5,2148.82,HR
6,13,2942.25,3270.98,HR
6,13,2117.0,2229.17,HR
6,13,1884.14,2334.69,HR
6,13,3242.2,4261.35,HR
6,13,1105.2,1432.05,HR
6,13,1460.0,1996.85,HR
6,13,1690.33,2310.95,HR
6,13,2912.25,3648.98,HR
6,11,2345.5,2300.36,HR
6,11,595.6,690.78,HR
6,11,2681.75,2490.69,HR
6,11,789.17,759.9,HR
6,11,1222.5,1287.02,HR
6,11,844.88,931.3,HR
6,11,1237.6,1079.65,HR
6,11,615.83,627.18,HR
6,11,1131.0,982.1,HR
6,11,1771.0,1640.08,HR
6,11,902.4,836.65,HR
6,11,952.46,829.21,HR
6,11,1201.6,1272.94,HR
6,11,1824.75,1596.29,HR
6,11,3107.57,3109.29,HR
6,11,3061.67,2942.47,HR
6,12,2652.4,3492.48,HR
6,12,647.0,759.19,HR
6,12,699.67,877.2,HR
6,12,1354.75,1657.22,HR
6,12,1900.4,2351.25,HR
6,12,1383.4,1776.28,HR
6,12,1104.25,1321.24,HR
6,12,1456.25,1837.21,HR
6,11,2322.17,3919.7,HR
6,11,1636.0,2057.64,HR
6,11,1402.5,1629.04,HR
6,11,992.6,1285.12,HR
6,11,1782.5,2291.99,HR
6,11,1499.5,2013.92,HR
6,11,811.75,1080.31,HR
6,11,1463.27,1691.02,HR
6,12,1813.0,2001.87,HR
6,12,1928.75,1723.07,HR
6,12,1384.33,1233.76,HR
6,12,1686.25,2108.08,HR
6,12,2647.67,2292.05,HR
6,12,1474.0,1438.66,HR
6,12,1722.0,1871.66,HR
6,12,721.33,826.58,HR
6,12,1512.67,1896.84,HR
6,12,2724.0,1913.78,HR
6,12,2610.14,1870.22,HR
6,12,1755.83,1856.97,HR
6,12,3028.4,2945.3,HR
6,12,2282.67,2421.98,HR
6,12,1273.0,1938.34,HR
6,12,2690.89,2956.57,HR
6,10,1567.6,1847.7,HR
6,10,1559.5,1759.84,HR
6,10,1052.67,1245.13,HR
6,10,1303.86,1532.09,HR
6,10,1784.88,1928.52,HR
6,10,1369.0,1453.04,HR
6,10,598.29,653.08,HR
6,10,3193.0,4324.35,HR
6,13,4861.4,5033.35,HR
6,13,3157.5,2800.14,HR
6,13,2310.8,2229.13,HR
6,13,2706.0,2847.23,HR
6,13,5684.0,5148.9,HR
6,13,1560.75,1772.91,HR
6,13,2136.0,2468.74,HR
6,13,2437.0,2705.15,HR
6,10,1406.71,1423.26,HR
6,10,1326.83,1492.91,HR
6,10,2191.75,2132.57,HR
6,10,976.25,1040.05,HR
6,10,2359.0,2418.85,HR
6,10,1614.1,1717.68,HR
6,10,2792.6,3171.48,HR
6,10,2323.86,2564.81,HR
6,9,3226.8,3497.12,HR
6,9,1171.6,1437.97,HR
6,9,1319.6,1497.57,HR
6,9,2897.0,3191.21,HR
6,9,3732.67,4508.65,HR
6,9,2053.17,2281.93,HR
6,9,1941.2,2224.05,HR
6,9,2975.5,3254.75,HR
6,7,648.44,749.81,HR
6,7,1252.17,1668.51,HR
6,7,635.0,728.12,HR
6,7,2664.5,2574.29,HR
6,7,1042.91,1206.15,HR
6,7,1027.0,1130.26,HR
6,7,1590.5,1734.85,HR
6,7,1191.0,1315.52,HR
6,8,3683.2,3683.36,HR
6,8,1449.0,1886.05,HR
6,8,1630.88,2102.24,HR
6,8,1196.89,1448.53,HR
6,8,2033.33,2413.77,HR
6,8,2361.0,2784.29,HR
6,8,2308.0,2169.92,HR
6,8,1832.33,2208.22,HR
6,9,2007.53,2315.33,HR
6,9,2791.6,3023.87,HR
6,9,1377.0,1656.45,HR
6,9,1311.25,1480.36,HR
6,9,2025.8,2250.88,HR
6,9,3507.0,3869.99,HR
6,9,2923.2,3102.24,HR
6,9,1200.75,1421.78,HR
6,7,1000.0,1196.16,HR
6,7,1109.17,1371.75,HR
6,7,1397.43,1755.67,HR
6,7,1662.67,1817.83,HR
6,7,2025.83,2351.59,HR
6,7,1528.0,1656.58,HR
6,7,2201.8,2394.29,HR
6,7,1532.08,2012.7,HR
6,8,1965.5,2507.97,HR
6,8,1656.6,2141.07,HR
6,8,2225.5,2742.08,HR
6,8,2747.75,2961.0,HR
6,8,3039.5,2424.73,HR
6,8,2116.0,1874.9,HR
6,8,2650.25,2400.52,HR
6,8,3087.0,3704.81,HR
6,8,2063.0,2078.27,HR
6,8,1938.5,2332.87,HR
6,8,1973.0,2258.23,HR
6,8,2457.5,2818.22,HR
6,8,1311.25,1480.36,HR
6,8,1279.6,1511.87,HR
6,8,1878.0,2005.89,HR
6,8,1124.3,1349.38,HR
6,6,4114.0,3770.74,HR
6,6,3511.0,3611.68,HR
6,6,1427.8,1663.22,HR
6,6,1865.63,2523.38,HR
6,6,2259.5,2857.35,HR
6,6,1824.67,2237.0,HR
6,6,1525.5,1654.08,HR
6,6,1397.43,1755.67,HR
6,9,6485.0,5944.08,HR
6,9,2486.57,2557.51,HR
6,9,1289.5,1442.17,HR
6,9,3404.75,3341.05,HR
6,9,3374.4,3909.19,HR
6,9,1844.5,2096.73,HR
6,9,1233.75,1467.38,HR
6,9,2685.67,2810.78,HR
6,6,1845.0,1887.91,HR
6,6,1584.0,1697.45,HR
6,6,1390.0,1536.05,HR
6,6,3423.0,4098.72,HR
6,6,2365.6,3054.04,HR
6,6,3082.0,3353.83,HR
6,6,1115.4,1328.13,HR
6,6,2740.0,2946.38,HR
6,20,1073.6,1107.02,HR
6,20,1409.75,1534.89,HR
6,20,914.0,1048.82,HR
6,20,1062.67,1126.8,HR
6,20,1457.25,1604.75,HR
6,20,1604.67,1691.24,HR
6,20,1079.0,1183.55,HR
6,20,835.5,905.98,HR
6,17,3555.8,3762.1,HR
6,17,2956.8,3451.85,HR
6,17,3707.0,3981.23,HR
6,17,4765.0,5870.48,HR
6,17,3070.25,3292.41,HR
6,17,2340.75,2712.26,HR
6,17,2903.0,3162.11,HR
6,17,2237.75,3049.5,HR
6,18,167462.0,19099.86,HR
6,18,1005.56,909.6,HR
6,18,1195.2,1234.05,HR
6,18,1225.2,1356.13,HR
6,18,3574.5,3539.74,HR
6,18,1091.4,1186.25,HR
6,18,1609.5,1630.05,HR
6,18,816.83,915.74,HR
6,19,1979.33,1781.35,HR
6,19,1201.6,1147.59,HR
6,19,1327.0,1088.6,HR
6,19,1679.0,1564.96,HR
6,19,2003.33,1699.2,HR
6,19,1623.0,1504.2,HR
6,19,2030.25,1973.2,HR
6,19,1224.0,1197.38,HR
6,17,3601.67,3814.98,HR
6,17,1952.17,2112.93,HR
6,17,1018.6,1118.89,HR
6,17,1753.73,2133.75,HR
6,17,2221.8,2768.28,HR
6,17,1441.17,1599.8,HR
6,17,1130.71,1217.5,HR
6,17,1733.4,2005.14,HR
6,19,1485.23,1626.92,HR
6,19,2003.4,2180.19,HR
6,19,1110.75,1164.38,HR
6,19,688.64,755.14,HR
6,19,1629.8,1836.57,HR
6,19,1691.25,1844.81,HR
6,19,2157.6,2387.02,HR
6,19,1792.22,2651.95,HR
6,16,3064.67,3136.26,HR
6,16,2522.8,2176.58,HR
6,16,1007.33,1853.09,HR
6,16,1788.2,2254.04,HR
6,16,1417.14,1480.88,HR
6,16,1619.4,1363.18,HR
6,16,1531.75,1775.62,HR
6,16,1394.17,1375.95,HR
6,20,2053.33,2448.68,HR
6,20,1012.0,1143.12,HR
6,20,1002.8,1227.92,HR
6,20,2368.4,2741.91,HR
6,20,2085.1,2085.76,HR
6,20,1210.0,1309.54,HR
6,20,1222.5,1360.58,HR
6,20,1482.0,1610.22,HR
6,16,2080.75,2275.41,HR
6,16,2023.2,2135.8,HR
6,16,3561.75,2675.79,HR
6,16,2540.67,2849.62,HR
6,16,1368.5,1388.18,HR
6,16,1376.0,1535.62,HR
6,16,2239.2,2188.21,HR
6,16,2588.0,2180.95,HR
6,17,3735.5,4634.13,HR
6,17,3129.0,3334.89,HR
6,17,1304.67,1411.68,HR
6,17,2041.0,1999.56,HR
6,17,2495.5,2139.51,HR
6,17,1896.0,2031.41,HR
6,17,2369.5,2881.76,HR
6,17,1443.67,1768.64,HR
6,15,1570.6,1400.93,HR
6,15,1503.33,1343.93,HR
6,15,1692.4,1750.45,HR
6,15,1373.0,1352.27,HR
6,15,4186.75,3440.41,HR
6,15,1412.4,1273.25,HR
6,15,2507.0,2327.02,HR
6,15,1816.17,1544.13,HR
6,15,2407.86,2176.9,HR
6,15,1165.0,1056.64,HR
6,15,1581.2,1437.67,HR
6,15,1690.4,1519.03,HR
6,15,1673.36,1744.55,HR
6,15,2142.67,1972.02,HR
6,15,2848.67,3062.62,HR
6,15,1458.5,1314.4,HR
6,17,3915.5,3824.99,HR
6,17,3425.25,3532.08,HR
6,17,2279.5,2459.74,HR
6,17,2349.7,1914.49,HR
6,17,2639.67,3066.93,HR
6,17,2464.67,2302.95,HR
6,17,3034.5,3298.95,HR
6,17,2452.8,2831.94,HR
6,14,2036.0,1663.96,HR
6,14,2081.2,1417.84,HR
6,14,2103.33,1812.24,HR
6,14,3676.75,3073.82,HR
6,14,6169.4,6655.96,HR
6,14,6411.0,6675.9,HR
6,14,3598.0,3931.29,HR
6,14,3381.0,3087.85,HR
6,16,2762.8,2234.85,HR
6,16,1615.25,1398.88,HR
6,16,2680.0,3031.97,HR
6,16,2038.2,2053.1,HR
6,16,2345.5,2886.25,HR
6,16,1655.0,1756.1,HR
6,16,1813.6,2323.19,HR
6,16,2271.5,2508.42,HR
6,16,3963.17,4270.13,HR
6,16,1544.4,1593.06,HR
6,16,972.33,1056.58,HR
6,16,2831.88,2985.46,HR
6,16,3590.5,3800.77,HR
6,16,1421.0,1364.56,HR
6,16,3041.25,3320.36,HR
6,16,3874.33,4068.4,HR
6,14,2480.13,1589.08,HR
6,14,3751.0,3181.62,HR
6,14,1430.6,1067.37,HR
6,14,3282.0,2626.04,HR
6,14,2727.25,3032.42,HR
6,14,5531.5,3992.12,HR
6,14,2799.33,3118.21,HR
6,14,2548.0,2984.64,HR
6,18,4376.56,4667.49,HR
6,18,1673.25,1696.23,HR
6,18,1045.69,983.83,HR
6,18,1242.67,1322.75,HR
6,18,2062.75,2188.06,HR
6,18,1787.5,1846.06,HR
6,18,3351.67,3661.14,HR
6,18,1603.0,1592.14,HR
6,13,3172.0,4703.46,HR
6,13,2240.0,1992.11,HR
6,13,1839.8,1617.66,HR
6,13,887.17,937.81,HR
6,13,3923.25,4006.16,HR
6,13,3103.5,3415.57,HR
6,13,1971.0,2207.91,HR
6,13,2044.75,2260.32,HR
6,3,1786.5,1995.56,HR
6,3,1258.0,1435.05,HR
6,3,1059.25,1143.83,HR
6,3,994.43,1082.84,HR
6,3,2035.5,2273.86,HR
6,3,1201.67,1229.89,HR
6,3,1242.17,1328.33,HR
6,3,853.8,978.03,HR
6,20,1193.13,1204.3,HR
6,20,1473.5,1631.74,HR
6,20,958.86,955.17,HR
6,20,1033.67,1079.44,HR
6,20,2169.33,2023.28,HR
6,20,1145.43,1137.48,HR
6,20,2579.5,2707.42,HR
6,20,1062.87,1046.16,HR
6,20,2057.5,1809.82,HR
6,20,1313.14,1067.87,HR
6,20,1743.67,1578.63,HR
6,20,2148.0,1858.0,HR
6,20,1995.63,2349.46,HR
6,20,1914.25,2284.04,HR
6,20,932.57,1021.22,HR
6,20,1500.29,1697.94,HR
6,2,1659.29,1877.25,HR
6,2,1533.25,1709.24,HR
6,2,1124.75,1266.33,HR
6,2,1316.25,1544.13,HR
6,2,1546.75,2062.26,HR
6,2,1459.75,1576.09,HR
6,2,1058.5,1162.16,HR
6,2,1341.6,1506.15,HR
6,19,1378.33,1776.44,HR
6,19,990.83,1037.57,HR
6,19,1421.33,1541.06,HR
6,19,1021.38,1077.57,HR
6,19,2393.67,2776.68,HR
6,19,1724.0,1840.58,HR
6,19,1479.0,2067.36,HR
6,19,2026.0,2890.99,HR
6,2,1649.6,1681.85,HR
6,2,1338.5,1432.66,HR
6,2,1222.33,1300.42,HR
6,2,1125.5,1252.74,HR
6,2,878.6,938.46,HR
6,2,1147.6,1251.63,HR
6,2,1526.14,1112.05,HR
6,2,2249.67,2586.38,HR
6,1,764.44,868.08,HR
6,1,1378.5,1580.73,HR
